,County,State,Ben Carson.Number of Votes,Ben Carson.Party,Ben Carson.Percent of Votes,Bernie Sanders.Number of Votes,Bernie Sanders.Party,Bernie Sanders.Percent of Votes,Carly Fiorina.Number of Votes,Carly Fiorina.Party,Carly Fiorina.Percent of Votes,Chris Christie.Number of Votes,Chris Christie.Party,Chris Christie.Percent of Votes,Donald Trump.Number of Votes,Donald Trump.Party,Donald Trump.Percent of Votes,Hillary Clinton.Number of Votes,Hillary Clinton.Party,Hillary Clinton.Percent of Votes,Jeb Bush.Number of Votes,Jeb Bush.Party,Jeb Bush.Percent of Votes,John Kasich.Number of Votes,John Kasich.Party,John Kasich.Percent of Votes,Marco Rubio.Number of Votes,Marco Rubio.Party,Marco Rubio.Percent of Votes,Martin O'Malley.Number of Votes,Martin O'Malley.Party,Martin O'Malley.Percent of Votes,Mike Huckabee.Number of Votes,Mike Huckabee.Party,Mike Huckabee.Percent of Votes,Rand Paul.Number of Votes,Rand Paul.Party,Rand Paul.Percent of Votes,Rick Santorum.Number of Votes,Rick Santorum.Party,Rick Santorum.Percent of Votes,Ted Cruz.Number of Votes,Ted Cruz.Party,Ted Cruz.Percent of Votes,No Preference.Number of Votes,No Preference.Percent of Votes,Uncommitted.Number of Votes,Uncommitted.Percent of Votes,2014 Population,2010 Population,Population Percent Change,Percent Under 5 Years,Percent Under 18 Years,Percent 65 and Older,Percent Female,Percent White,Percent Black or African American,Percent American Indian and Alaska Native,Percent Asian,Percent Native Hawaiian and Other Pacific Islander,Percent Two or More Races,Percent Hispanic or Latino,"Percent White, not Hispanic or Latino",Veterans,Percent Foreign Born,Percent High School or Higher,Percent Bachelor's Degree or Higher,Housing Units,Percent Housing Units in Multi-Unit Structures,Homeownership Rate,Median Value of Owner-Occupied Units,Building Permits,Households,Persons per Household,Percent Living in Same House +1 Years,Percent Language Other than English at Home,Mean Travel Time to Work,Median Household Income,Per Capita Income,Percent Below Poverty Level,Accommodation and Food Services Sales,Manufacturers Shipments,Merchant Wholesaler Sales,Retail Sales,Retail Sales per Capita,Population per Square Mile,Land Area,Democratic,Republic,Party
41,Charlotte,FL,0,Republican,0.0,4634,Democrat,35.4,0,Republican,0.0,0,Republican,0.0,16525,Republican,54.8,8125,Democrat,62.1,0,Republican,0.0,2314,Republican,7.7,6106,Republican,20.3,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,4214,Republican,14.0,0,0.0,0,0.0,168474,159978,5.3,3.1,13.0,37.7,51.3,90.5,6.2,0.3,1.4,0.1,1.5,6.7,84.7,24867,9.7,88.8,21.2,101365,19.6,79.0,143700,610,70545,2.24,84.1,11.0,23.3,44378,26286,12.6,1780,0,2117,18981,12072,235.2,680.28,12759,29159,0
42,Ada,ID,0,Republican,0.0,7336,Democrat,80.5,0,Republican,0.0,0,Republican,0.0,15191,Republican,30.4,1663,Democrat,18.2,0,Republican,0.0,5306,Republican,10.6,8074,Republican,16.1,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,20156,Republican,40.3,0,0.0,0,0.0,426236,392365,8.6,6.2,25.1,12.6,49.9,92.4,1.3,0.8,2.6,0.2,2.7,7.7,85.5,29195,5.9,93.6,36.0,167215,16.8,68.1,183600,3968,151600,2.6,82.5,8.4,19.6,55210,27452,13.1,7959,49423,60069,58551,15720,372.8,1052.58,8999,48727,0
43,Cass,MO,0,Republican,0.0,4185,Democrat,52.1,0,Republican,0.0,0,Republican,0.0,6886,Republican,39.0,3765,Democrat,46.8,0,Republican,0.0,1648,Republican,9.3,1064,Republican,6.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,7671,Republican,43.4,0,0.0,0,0.0,100889,99478,1.4,6.0,25.0,15.5,51.1,92.4,4.0,0.7,0.8,0.1,2.1,4.3,88.7,8688,2.0,92.0,23.3,40488,10.8,77.6,154900,305,37307,2.65,87.1,3.5,27.8,60350,27463,8.9,823,4837,3515,8986,9180,142.8,696.84,7950,17269,0
44,Cibola,NM,0,Republican,0.0,1494,Democrat,48.5,0,Republican,0.0,0,Republican,0.0,676,Republican,71.9,1586,Democrat,51.5,0,Republican,0.0,40,Republican,4.3,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,150,Republican,16.0,0,0.0,0,0.0,27349,27213,0.5,7.4,24.5,14.2,48.9,54.0,1.4,41.7,0.6,0.1,2.1,37.8,20.8,1858,5.2,79.9,10.4,11086,7.9,72.4,83800,0,8016,3.15,88.2,44.3,22.8,37237,16129,27.6,1173,0,158,2174,7992,6.0,4539.48,3080,866,1
45,Randolph,MO,0,Republican,0.0,750,Democrat,52.0,0,Republican,0.0,0,Republican,0.0,1887,Republican,45.5,647,Democrat,44.9,0,Republican,0.0,299,Republican,7.2,195,Republican,4.7,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,1659,Republican,40.0,0,0.0,0,0.0,25072,25414,-1.3,5.8,22.1,15.4,47.5,90.9,5.9,0.4,0.6,0.0,2.2,1.9,89.3,2006,0.4,84.6,13.6,10659,9.5,71.4,84600,14,8925,2.59,85.1,1.5,20.9,37203,17587,19.4,217,1968,0,2934,11460,52.7,482.68,1397,4040,0
46,Washington,AR,1541,Republican,5.3,8507,Democrat,47.9,0,Republican,0.0,0,Republican,0.0,7968,Republican,27.5,9110,Democrat,51.3,0,Republican,0.0,1291,Republican,4.5,8730,Republican,30.1,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,8890,Republican,30.7,0,0.0,0,0.0,220792,203065,8.7,7.4,25.3,10.7,49.9,87.3,3.5,1.5,2.6,2.5,2.6,16.2,72.2,12056,11.6,82.6,28.7,89775,31.3,55.9,148800,1131,79214,2.53,75.2,18.0,20.6,41248,23264,20.7,3556,34975,13281,27232,13987,215.6,941.97,17617,28420,0
47,Lawrence,MS,0,Republican,0.0,179,Democrat,13.7,0,Republican,0.0,0,Republican,0.0,1201,Republican,55.8,1112,Democrat,85.0,0,Republican,0.0,98,Republican,4.6,91,Republican,4.2,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,717,Republican,33.3,0,0.0,0,0.0,12502,12929,-3.3,6.1,24.0,16.2,51.0,67.0,31.4,0.3,0.3,0.0,0.9,1.9,65.6,1067,0.2,82.3,12.9,6034,4.2,80.0,79600,5,4830,2.63,94.1,1.3,35.8,38393,20655,18.8,40,0,0,467,3530,30.0,430.67,1291,2107,0
48,Wirt,WV,0,Republican,0.0,326,Democrat,56.0,0,Republican,0.0,0,Republican,0.0,431,Republican,75.0,170,Democrat,29.2,0,Republican,0.0,45,Republican,7.8,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,59,Republican,10.3,0,0.0,0,0.0,5845,5717,2.2,5.4,21.0,18.4,49.5,98.0,0.3,0.2,0.2,0.0,1.2,0.7,97.3,529,0.4,85.6,10.9,3228,1.7,83.3,73100,19,2427,2.39,94.3,0.8,31.3,34702,21852,19.3,8,0,0,143,2509,24.6,232.51,496,535,0
49,Live Oak,TX,64,Republican,3.0,72,Democrat,24.0,0,Republican,0.0,0,Republican,0.0,679,Republican,31.6,203,Democrat,67.7,0,Republican,0.0,44,Republican,2.0,216,Republican,10.1,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,1081,Republican,50.3,0,0.0,0,0.0,12091,11531,4.9,4.9,20.0,19.8,46.2,92.3,4.9,1.2,0.7,0.0,0.9,37.5,56.3,1218,5.1,79.6,14.3,6106,2.9,81.8,85500,12,3882,2.58,88.4,28.4,27.3,42829,21016,17.1,116,0,252,1127,9981,11.1,1039.7,275,2084,0
50,Page,IA,157,Republican,18.0,202,Democrat,50.6,8,Republican,0.9,4,Republican,0.5,232,Republican,26.6,197,Democrat,49.4,25,Republican,2.9,12,Republican,1.4,156,Republican,17.9,0,Democrat,0.0,9,Republican,1.0,13,Republican,1.5,7,Republican,0.8,249,Republican,28.5,0,0.0,0,0.0,15496,15932,-2.8,5.6,20.6,20.8,47.8,94.2,2.4,0.7,1.2,0.1,1.4,2.9,91.7,1590,2.0,89.3,17.4,7186,11.4,73.2,77700,11,6415,2.27,81.4,3.4,16.4,43010,23496,13.9,125,3482,1164,1630,10243,29.8,534.94,399,872,0
51,Stevens,WA,0,Republican,0.0,101,Democrat,80.8,0,Republican,0.0,0,Republican,0.0,5075,Republican,80.6,23,Democrat,18.4,0,Republican,0.0,292,Republican,4.6,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,657,Republican,10.4,0,0.0,0,0.0,43650,43531,0.3,5.1,22.1,20.7,50.0,89.4,0.5,5.8,0.7,0.2,3.3,3.5,86.8,5529,3.1,90.6,18.6,21141,5.6,77.5,173500,79,17684,2.44,88.3,3.9,28.0,41742,21986,16.5,276,3835,471,2816,6712,17.6,2477.77,124,6024,0
52,Botetourt,VA,440,Republican,7.2,695,Democrat,43.6,0,Republican,0.0,0,Republican,0.0,2185,Republican,35.6,888,Democrat,55.7,0,Republican,0.0,322,Republican,5.2,1519,Republican,24.7,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,1620,Republican,26.4,0,0.0,0,0.0,33100,33148,-0.1,3.8,20.1,19.9,50.6,94.3,3.5,0.3,0.7,0.0,1.2,1.5,93.1,3169,1.9,90.2,24.9,14704,4.4,88.1,213100,75,12825,2.55,93.4,2.1,25.6,65935,32490,7.7,0,8838,0,2478,7661,61.2,541.2,1583,6086,0
53,Payette,ID,0,Republican,0.0,91,Democrat,66.4,0,Republican,0.0,0,Republican,0.0,1289,Republican,38.3,46,Democrat,33.6,0,Republican,0.0,217,Republican,6.5,396,Republican,11.8,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,1364,Republican,40.6,0,0.0,0,0.0,22836,22623,0.9,6.9,27.1,17.0,50.5,94.4,0.4,1.6,1.0,0.1,2.5,16.7,79.2,2002,5.0,85.4,16.4,9070,8.4,74.6,132700,110,8056,2.79,85.1,11.0,18.0,43649,19165,20.0,127,0,1330,1456,6401,55.6,406.87,137,3266,0
54,Ashland,WI,0,Republican,0.0,2304,Democrat,63.0,0,Republican,0.0,0,Republican,0.0,1367,Republican,53.8,1346,Democrat,36.8,0,Republican,0.0,307,Republican,12.1,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,795,Republican,31.3,0,0.0,0,0.0,16103,16157,-0.3,6.2,22.6,17.5,49.7,84.2,0.5,11.3,0.4,0.0,3.5,2.4,82.9,1470,1.5,90.5,21.7,9618,14.6,70.9,107400,8,6775,2.27,88.7,3.4,18.0,38550,21115,18.8,294,2224,301,1935,11918,15.5,1045.04,3650,2469,1
55,Matagorda,TX,126,Republican,2.9,344,Democrat,23.4,0,Republican,0.0,0,Republican,0.0,1470,Republican,33.8,1088,Democrat,74.2,0,Republican,0.0,81,Republican,1.9,514,Republican,11.8,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,2109,Republican,48.5,0,0.0,0,0.0,36519,36702,-0.5,7.1,25.5,15.8,50.2,83.5,11.5,1.3,2.2,0.1,1.4,40.4,45.7,2636,10.7,78.1,14.5,19013,13.7,70.2,92000,222,13260,2.72,90.7,28.0,22.7,43096,23389,21.1,388,0,0,3139,8547,33.4,1100.28,1432,4300,0
56,Essex,NY,0,Republican,0.0,1932,Democrat,73.2,0,Republican,0.0,0,Republican,0.0,1796,Republican,49.9,708,Democrat,26.8,0,Republican,0.0,1184,Republican,32.9,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,616,Republican,17.1,0,0.0,0,0.0,38679,39370,-1.8,4.2,17.3,21.0,47.9,94.3,3.2,0.5,0.7,0.0,1.3,3.1,92.0,3694,4.9,87.5,23.3,25763,14.4,72.4,146600,94,15919,2.28,86.2,6.8,21.6,47380,26582,11.9,1256,0,178,4291,11338,21.9,1794.23,2640,3596,0
57,Armstrong,PA,0,Republican,0.0,3015,Democrat,49.7,0,Republican,0.0,0,Republican,0.0,7578,Republican,67.2,2924,Democrat,48.2,0,Republican,0.0,1309,Republican,11.6,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,2154,Republican,19.1,0,0.0,0,0.0,67785,68941,-1.7,5.0,19.7,20.1,50.4,97.9,0.9,0.1,0.3,0.0,0.8,0.7,97.3,6204,0.6,88.9,14.6,32384,10.0,76.5,94100,45,28525,2.37,90.8,1.7,27.9,45241,23661,13.0,395,3708,0,5321,7734,105.5,653.2,5939,11041,0
58,Custer,CO,0,Republican,0.0,45,Democrat,57.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,34,Democrat,43.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,0,0.0,0,0.0,4361,4255,2.5,2.5,14.6,29.0,49.1,95.9,1.2,0.8,0.6,0.0,1.6,5.3,91.2,790,2.1,94.6,32.7,4167,5.1,80.6,216200,43,2048,2.06,84.1,5.9,34.7,32427,25761,14.6,55,0,0,587,14820,5.8,738.63,79,0,1
59,Jerauld,SD,0,Republican,0.0,65,Democrat,40.4,0,Republican,0.0,0,Republican,0.0,90,Republican,59.6,96,Democrat,59.6,0,Republican,0.0,30,Republican,19.9,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,31,Republican,20.5,0,0.0,0,0.0,2007,2071,-3.1,6.7,23.2,24.9,49.7,98.0,0.2,0.5,0.2,0.1,0.9,4.9,93.3,178,2.7,84.8,15.4,1070,5.3,72.7,69900,1,882,2.28,85.8,4.8,13.6,46591,26590,12.2,0,0,0,205,10466,3.9,526.23,161,151,1
60,Swain,NC,0,Republican,0.0,831,Democrat,51.2,0,Republican,0.0,0,Republican,0.0,621,Republican,45.5,666,Democrat,41.0,0,Republican,0.0,132,Republican,9.7,115,Republican,8.4,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,449,Republican,32.9,0,0.0,0,0.0,14274,13981,2.1,6.3,22.7,18.5,51.7,65.7,1.3,27.9,0.6,0.0,4.5,4.7,63.6,1096,2.0,82.1,16.3,8793,7.4,74.9,132500,50,5368,2.56,90.9,2.3,19.2,36094,19626,27.2,5615,0,23,1123,8417,26.5,528.0,1497,1317,1
61,Caroline,VA,274,Republican,8.5,641,Democrat,25.0,0,Republican,0.0,0,Republican,0.0,1446,Republican,44.7,1902,Democrat,74.3,0,Republican,0.0,148,Republican,4.6,746,Republican,23.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,580,Republican,17.9,0,0.0,0,0.0,29778,28545,4.3,6.7,23.5,15.1,50.9,67.0,28.2,0.8,0.9,0.1,3.1,4.2,63.8,2747,2.8,80.9,16.8,11998,2.1,80.1,188400,73,10680,2.56,84.4,4.9,37.7,57218,25718,12.7,147,0,212,3659,13410,54.1,527.51,2543,3194,0
62,Bollinger,MO,0,Republican,0.0,203,Democrat,45.1,0,Republican,0.0,0,Republican,0.0,1272,Republican,47.6,242,Democrat,53.8,0,Republican,0.0,141,Republican,5.3,98,Republican,3.7,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,1111,Republican,41.6,0,0.0,0,0.0,12394,12363,0.3,6.0,22.4,18.0,50.0,97.6,0.4,0.7,0.2,0.0,1.0,0.9,96.8,1111,0.6,79.7,10.9,5825,3.4,80.7,96600,0,4758,2.57,88.4,0.8,34.2,37716,19470,19.9,0,0,0,595,4912,20.0,617.91,445,2622,0
63,Greer,OK,21,Republican,7.2,332,Democrat,55.8,0,Republican,0.0,0,Republican,0.0,111,Republican,37.9,164,Democrat,27.6,0,Republican,0.0,8,Republican,2.7,57,Republican,19.5,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,91,Republican,31.1,0,0.0,0,0.0,6151,6239,-1.4,5.2,19.9,18.2,42.6,84.7,7.7,3.5,0.3,0.1,3.7,11.3,75.6,538,1.0,79.6,14.4,2734,4.2,67.0,63000,1,2246,2.24,81.3,7.4,22.1,39900,17969,9.9,16,0,40,280,4834,9.8,639.32,496,288,1
64,Polk,NC,0,Republican,0.0,1123,Democrat,48.7,0,Republican,0.0,0,Republican,0.0,1624,Republican,46.2,1099,Democrat,47.7,0,Republican,0.0,455,Republican,12.9,216,Republican,6.1,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,1135,Republican,32.3,0,0.0,0,0.0,20357,20510,-0.7,3.6,17.3,27.5,52.2,92.9,4.5,0.6,0.6,0.0,1.4,5.6,88.1,2006,4.1,87.0,26.9,11462,9.3,74.2,170200,67,8788,2.28,91.6,5.2,24.9,44745,24611,16.7,155,1530,649,1103,5764,86.3,237.79,2222,3430,0
65,Val Verde,TX,134,Republican,5.2,768,Democrat,28.4,0,Republican,0.0,0,Republican,0.0,798,Republican,31.2,1777,Democrat,65.7,0,Republican,0.0,73,Republican,2.9,545,Republican,21.3,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,916,Republican,35.9,0,0.0,0,0.0,48974,48879,0.2,8.3,28.9,13.8,49.2,95.2,2.0,0.9,0.8,0.2,1.0,80.4,16.8,2980,23.3,67.0,15.3,18803,15.9,66.7,91900,63,15082,3.14,85.3,72.2,18.8,40450,17867,22.1,589,0,392,5244,11036,15.5,3144.75,2545,2466,1
66,Bossier,LA,0,Republican,0.0,1187,Democrat,27.0,0,Republican,0.0,0,Republican,0.0,4150,Republican,37.8,2919,Democrat,66.5,0,Republican,0.0,543,Republican,4.9,1011,Republican,9.2,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,4988,Republican,45.4,0,0.0,0,0.0,125064,116979,6.9,7.4,25.3,12.8,50.4,73.4,21.7,0.7,1.8,0.2,2.3,6.4,67.9,12194,4.3,87.7,25.2,54045,18.4,67.0,146300,1347,45776,2.57,83.3,6.6,21.4,53248,27429,14.3,7117,0,10281,17419,15991,139.3,840.06,4106,10692,0
67,St. Lucie,FL,0,Republican,0.0,8091,Democrat,30.8,0,Republican,0.0,0,Republican,0.0,18350,Republican,57.9,17554,Democrat,66.9,0,Republican,0.0,2094,Republican,6.6,6200,Republican,19.5,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,3970,Republican,12.5,0,0.0,0,0.0,291028,277789,5.0,5.2,20.8,22.6,51.2,75.1,20.2,0.6,1.9,0.1,2.1,17.6,59.5,26490,14.9,85.2,19.5,137339,20.5,73.0,122900,962,106060,2.62,83.5,20.5,28.3,43413,23285,18.4,2683,9164,6936,36976,14197,485.7,571.93,25645,30614,0
68,Lewis and Clark,MT,0,Republican,0.0,5452,Democrat,48.1,0,Republican,0.0,0,Republican,0.0,6194,Republican,70.9,5362,Democrat,47.3,0,Republican,0.0,686,Republican,7.9,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,943,Republican,10.8,0,0.0,0,0.0,65856,63395,3.9,5.9,21.8,16.2,50.8,94.1,0.5,2.2,0.7,0.1,2.4,3.0,91.6,6310,1.5,94.7,37.5,30594,18.9,72.3,203600,338,26555,2.35,83.6,3.6,17.6,56243,28400,10.4,1185,0,1995,9729,16180,18.3,3458.83,10814,7823,1
69,Taylor,KY,0,Republican,0.0,844,Democrat,44.8,0,Republican,0.0,0,Republican,0.0,890,Republican,39.5,949,Democrat,50.3,0,Republican,0.0,302,Republican,13.4,332,Republican,14.7,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,681,Republican,30.3,0,0.0,0,0.0,25257,24512,3.0,6.3,22.1,17.3,51.5,92.0,5.2,0.2,0.8,0.1,1.7,2.2,90.0,1469,1.4,79.6,15.1,10961,10.7,69.8,96800,27,9708,2.43,84.0,3.9,20.1,36384,18790,21.7,253,3151,0,3719,15436,92.0,266.33,1793,2205,0
70,Turner,SD,0,Republican,0.0,178,Democrat,43.4,0,Republican,0.0,0,Republican,0.0,384,Republican,67.4,232,Democrat,56.6,0,Republican,0.0,76,Republican,13.3,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,110,Republican,19.3,0,0.0,0,0.0,8272,8347,-0.9,6.0,23.2,20.5,49.6,97.1,0.5,1.0,0.2,0.0,1.1,2.2,95.5,693,0.4,90.2,19.4,3991,8.7,78.5,93200,15,3461,2.36,90.9,2.4,27.4,51925,25406,9.1,22,0,1665,523,6266,13.5,617.06,410,570,0
71,Washington,WI,0,Republican,0.0,7676,Democrat,54.4,0,Republican,0.0,0,Republican,0.0,9580,Republican,23.5,6381,Democrat,45.3,0,Republican,0.0,4823,Republican,11.8,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,25505,Republican,62.6,0,0.0,0,0.0,133251,131887,1.0,5.3,23.0,15.7,50.3,96.1,1.1,0.4,1.2,0.0,1.1,3.0,93.4,8853,2.7,92.5,27.6,55516,21.6,77.4,222900,337,52053,2.52,90.6,4.7,24.3,66159,32020,6.3,1529,33934,28004,17599,13729,306.2,430.7,14057,39908,0
72,Terrell,TX,7,Republican,6.0,64,Democrat,41.6,0,Republican,0.0,0,Republican,0.0,49,Republican,41.9,67,Democrat,43.5,0,Republican,0.0,1,Republican,0.9,13,Republican,11.1,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,42,Republican,35.9,0,0.0,0,0.0,927,984,-5.8,5.8,20.1,23.0,46.8,91.8,1.9,2.8,2.4,0.0,1.1,48.9,46.0,62,9.9,74.5,17.4,700,1.0,72.2,57000,0,403,2.08,85.8,49.3,16.1,39479,31578,10.0,0,0,0,38,4226,0.4,2358.03,131,112,1
73,Richmond,VA,80,Republican,9.6,80,Democrat,19.2,0,Republican,0.0,0,Republican,0.0,306,Republican,36.9,333,Democrat,80.0,0,Republican,0.0,34,Republican,4.1,297,Republican,35.8,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,103,Republican,12.4,0,0.0,0,0.0,8902,9254,-3.8,4.0,17.1,19.5,44.5,67.0,30.0,0.4,0.7,0.0,1.8,6.5,61.3,512,7.1,73.8,12.3,3905,7.2,74.9,155700,26,2853,2.56,89.4,9.5,28.8,47083,20875,12.8,0,0,0,756,8259,48.3,191.49,413,820,0
74,Delaware,IN,0,Republican,0.0,7728,Democrat,55.7,0,Republican,0.0,0,Republican,0.0,8793,Republican,52.8,6137,Democrat,44.3,0,Republican,0.0,1255,Republican,7.5,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,6153,Republican,37.0,0,0.0,0,0.0,117074,117671,-0.5,5.1,18.9,16.0,51.9,89.2,7.1,0.3,1.2,0.1,2.1,2.1,87.4,8635,2.0,86.9,22.5,52512,21.0,63.8,89600,98,46325,2.36,73.1,2.9,20.1,37474,20854,22.3,1608,12805,4240,15168,13156,300.1,392.12,13865,16201,0
75,Middlesex,VA,121,Republican,6.3,295,Democrat,34.5,0,Republican,0.0,0,Republican,0.0,945,Republican,49.2,559,Democrat,65.3,0,Republican,0.0,134,Republican,7.0,510,Republican,26.6,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,184,Republican,9.6,0,0.0,0,0.0,10696,10959,-2.4,4.1,15.6,29.0,50.8,79.6,17.7,0.4,0.4,0.0,1.8,2.2,77.9,1259,2.7,89.0,27.4,7230,3.5,82.0,247100,39,4400,2.39,90.7,2.1,27.7,53309,30531,9.4,87,0,314,944,8879,84.1,130.31,854,1894,0
76,Beaver,OK,109,Republican,9.4,94,Democrat,52.2,0,Republican,0.0,0,Republican,0.0,285,Republican,24.6,52,Democrat,28.9,0,Republican,0.0,23,Republican,2.0,153,Republican,13.2,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,557,Republican,48.0,0,0.0,0,0.0,5486,5636,-2.7,5.5,25.3,17.2,50.0,94.3,0.9,2.1,0.3,0.0,2.4,22.8,73.3,319,11.3,83.8,17.9,2661,3.1,73.8,86200,0,2108,2.62,85.0,17.8,18.5,51422,26109,9.9,12,0,94,219,4123,3.1,1814.67,146,1127,0
77,Fremont,IA,40,Republican,9.4,135,Democrat,50.0,0,Republican,0.0,5,Republican,1.2,182,Republican,42.7,120,Democrat,44.4,10,Republican,2.3,6,Republican,1.4,77,Republican,18.1,15,Democrat,5.6,2,Republican,0.5,11,Republican,2.6,5,Republican,1.2,87,Republican,20.4,0,0.0,0,0.0,7022,7441,-5.6,5.4,22.0,21.6,50.6,97.6,0.7,0.2,0.3,0.0,1.1,2.6,95.3,776,0.7,91.7,20.5,3445,5.7,77.5,94100,10,2965,2.4,89.5,1.5,22.7,50520,26930,10.2,148,0,1054,1029,13599,14.6,511.15,270,425,0
78,Navajo,AZ,0,Republican,0.0,2621,Democrat,35.4,0,Republican,0.0,0,Republican,0.0,3558,Republican,41.4,4415,Democrat,59.7,0,Republican,0.0,441,Republican,5.1,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,3481,Republican,40.5,0,0.0,0,0.0,108101,107449,0.6,7.3,28.0,15.8,49.8,51.0,1.3,44.9,0.7,0.1,2.0,11.1,42.2,7144,2.6,80.6,14.9,57408,7.7,72.0,112200,191,34343,3.05,86.6,36.8,22.3,36927,16626,30.3,1914,0,2094,12374,11148,10.8,9950.42,7036,7480,0
79,Kent,TX,18,Republican,8.0,28,Democrat,46.7,0,Republican,0.0,0,Republican,0.0,73,Republican,32.3,22,Democrat,36.7,0,Republican,0.0,2,Republican,0.9,16,Republican,7.1,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,117,Republican,51.8,0,0.0,0,0.0,785,808,-2.8,3.4,21.5,26.9,50.7,95.4,1.1,1.3,0.0,0.1,2.0,18.1,78.2,60,3.4,83.4,23.1,552,0.0,74.8,64300,0,401,2.15,80.3,6.7,10.5,46875,24839,8.6,0,0,0,0,0,0.9,902.51,50,226,0
80,Greenup,KY,0,Republican,0.0,1655,Democrat,47.7,0,Republican,0.0,0,Republican,0.0,548,Republican,36.8,1517,Democrat,43.8,0,Republican,0.0,245,Republican,16.4,131,Republican,8.8,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,550,Republican,36.9,0,0.0,0,0.0,36308,36910,-1.6,5.4,21.9,19.1,51.5,97.1,1.0,0.3,0.5,0.0,1.1,1.1,96.2,2765,0.8,82.9,15.7,16296,6.7,76.4,92000,16,14465,2.51,89.8,1.4,23.7,44060,22035,17.9,210,0,35,3556,9483,107.2,344.4,3172,1474,1
81,Owen,IN,0,Republican,0.0,1056,Democrat,62.6,0,Republican,0.0,0,Republican,0.0,2679,Republican,64.3,631,Democrat,37.4,0,Republican,0.0,165,Republican,4.0,0,Republican,0.0,0,Democrat,0.0,0,Republican,0.0,0,Republican,0.0,0,Republican,0.0,1217,Republican,29.2,0,0.0,0,0.0,20969,21575,-2.8,4.7,21.8,17.3,49.7,97.5,0.5,0.4,0.5,0.0,1.1,1.3,96.4,2049,1.1,83.2,11.0,9982,4.4,78.7,101900,18,8552,2.47,87.9,2.5,32.5,43950,21318,14.0,104,0,0,1063,4750,56.0,385.29,1687,4061,0
